,Event,Date,Organizer,Location
0,"Agile Ufa #5, в гостях у SMENA",19 апреля 2018 г.,"Agile Ufa (Scrum, Kanban, Lean, и все про бизнес-процессы)",Уфа
0,Global Azure Bootcamp Russia 2018,21 апреля 2018 г.,Сообщество IT Pro в Москве,Москва
0,Hacktoberfest: Работаем над Jenkins вместе (hackathon/workshop),28 октября 2019 г.,St. Petersburg Jenkins Meetup,Санкт-Петербург
0,Фронтенд-2019. Митап для фронтенд-разработчиков,6 марта 2019 г.,Revolut Tech Russia,Moskva
0,Droid Party,18 октября 2018 г.,Yandex Moscow Events for Developers,Москва
0,Next ’19 Extended Vladivostok,13 апреля 2019 г.,GDG Vladivostok,Владивосток
0,Virtual HUG: All-Day HashiTalks,21 февраля 2019 г.,"St. Petersburg, Russia HashiCorp User Group",
0,"Series of Kubernetes workshops, part I",27 июля 2019 г.,Kubernetes Novosibirsk,Новосибирск
0,Introduction to kdb+ and kdb+ in a FREE 32bit world,11 марта 2015 г.,Analytics At Speed St Petersburg,Санкт-Петербург
0,#2 Moscow R meetup,9 декабря 2016 г.,rMoscow,Москва
0,"'Hadoop, MapReduce и другие. Технологии и проекты.' Практический семинар OSP-Con",21 ноября 2013 г.,Hadoop Moscow,Москва
0,Бэклог: вкусный и полезный,30 июля 2018 г.,Inspired by Agile Moscow Meetup,Москва
0,Семинар #6: Deep generative models,20 марта 2016 г.,Deep learning Moscow,Москва
0,Субботняя встреча MLUG / MLUG saturday's meetup,30 мая 2020 г.,Moscow GNU/Linux User Group,Москва
0,Webdev митап в ПОТОКЕ 28 марта 2019,28 марта 2019 г.,Lectorium POTOK,Новосибирск
0,Трансляция HighLoad в Plesk #1,8 апреля 2019 г.,Plesk,Новосибирск
0,ChaosConf 2017,26 августа 2017 г.,Embedded Systems Meetup St. Petersburg,Санкт-Петербург
0,ElixirLangMoscow Meetup #6 (RamblerElixir #4),19 октября 2017 г.,Elixir Lang Moscow,Москва
0,Open Source Networking meet-up - now in Yandex.Cloud #3.2019,20 мая 2019 г.,Open Source Networking User Group Moscow,Moskva
0,Undefined Meetup #3,28 февраля 2020 г.,EPAM IT Events,Saint Petersburg
0,"D365 Business Central: new version in Russia, Azure services and licensing",6 декабря 2018 г.,Dynamics365 Russian User Group,Москва
0,ClickHouse Meetup,3 апреля 2017 г.,Yandex Novosibirsk Events for Developers,Новосибирск
0,Постгрес-вторник,28 апреля 2020 г.,#RuPostgres,
0,Совершенствование метода FMEA на основе применения инженерии требований (Питер),29 июня 2017 г.,CradleCreativeProjects,
0,INTR: Основы Hadoop,30 марта 2020 г.,BigDataSchool,Москва
0,"""Эпохи"" в C++, Прохоренков Кирилл",19 февраля 2020 г.,St. Petersburg C++ User Group,Sankt-Peterburg
0,Цифровые инструменты для автобизнеса новой реальности,24 сентября 2020 г.,Автобизнес новой реальности,Москва
0,Я.Субботник по разработке интерфейсов,10 ноября 2018 г.,Yandex Novosibirsk Events for Developers,Новосибирск
0,PMM#3. Предновогодний Open Space.,17 декабря 2016 г.,ProductTank Moscow,Москва
0,Kotlin Meetup #3,14 марта 2018 г.,St. Petersburg Kotlin User Group,Санкт-Петербург
0,IT sales and marketing summit 2020,11 февраля 2020 г.,ITractor grow and scale your IT business,
0,Docker Meetup #6,9 сентября 2017 г.,Docker Novosibirsk,
0,Криптография. Основы и инструменты.,15 января 2020 г.,Cyber Security Club Moscow,Moskva
0,Think 2019 - Crowd Chat,17 января 2019 г.,Big Data Developers in Moscow,
0,"React Moscow Meetup 3: Reactive way, React in Yandex and GraphQL",7 февраля 2018 г.,React Moscow Meetup,Москва
0,BeerPHP Moscow #2,16 апреля 2019 г.,BeerPHP Moscow,Moskva
0,"Blockchain Meetup: ICO, Bounty & Airdrop. Сезон 2018.",1 августа 2018 г.,IBCG (Moscow Blockchain Community),Москва
0,WebAssembly Moscow Meetup #1,16 мая 2019 г.,Moscow WebAssembly User Group,Москва
0,NEM Event: 7-я криптовалюта в Мире,28 сентября 2017 г.,IBCG (Moscow Blockchain Community),Москва
0,Sharing Experience,15 июня 2018 г.,St. Petersburg IT Professional Networking Meetup,Saint Petersburg
0,Creating your first hi-tech product - Success Story and Action Plan,24 сентября 2019 г.,Moscow Startup Founder 101,Moskva
0,GDG Mobile #1,30 ноября 2018 г.,GDG Tyumen,Tyumen
0,Скрам зоопарк: симуляция Large-Scaled Scrum (LeSS),22 июня 2017 г.,St. Petersburg Lean Coffee,Saint Petersburg
0,SPbR #10,3 марта 2018 г.,St. Petersburg R User Group,Санкт-Петербург
0,"Meetup 10: Architecture of Node.js Apps, Hot-Loading in Node.js modules, and...",20 ноября 2019 г.,Moscow NodeJS Meetup,Moskva
0,Встреча SpbDotNet №56,16 января 2020 г.,SpbDotNet,
0,Real Time Data - про стриминг и сбор данных в реальном времени,18 декабря 2019 г.,Data People,Moskva
0,Flutter StudyJam,15 февраля 2020 г.,GDG Rostov-on-Don,Ростов
0,11.07.2019: Технический тренинг для инженеров,11 июля 2019 г.,FACTOR GROUP Training and Education Center User Group,Moskva
0,Вебинар. Опыт использования MongoDB,24 марта 2020 г.,Мероприятия Яндекс.Облака для разработчиков,
0,OpenStack Summit Vancouver,21 мая 2018 г.,OpenStack & OpenInfra Russia Kazan,Vancouver
0,Tver.IO PostgreSQL Performance Workshop,10 февраля 2020 г.,Tver.io Meetup,Тверь
0,Онлайн-сервисы в автобизнесе - зачем и как использовать?,27 июня 2019 г.,Автобизнес новой реальности,Москва
0,Почему я ушёл из аутсорса в продукт. Интервью в прямом эфире с Максом Макаренко,10 декабря 2019 г.,ITractor grow and scale your IT business,
0,PHP. Порог вхождения,11 марта 2020 г.,GDG Astrakhan,Astrakhan
0,SAFe Lean Coffee,26 марта 2019 г.,Scaling Agile Russia Meetup,Москва
0,Практические аспекты цифровой трансформации,3 марта 2020 г.,"Цифровые трансформации(Облака, Agile, PM)",Москва
0,SymСode.Talks St. Petersburg #1 - IN100GRAMM (25 Jan 2020),25 января 2020 г.,SymCode,Sankt-Peterburg
0,Разработка модели трассировки при внедрении Cradle (Питер),30 мая 2017 г.,CradleCreativeProjects,
0,Трансляция DevOops в Plesk,29 октября 2019 г.,Plesk,Новосибирск
0,Квартирник Модель мира,7 марта 2020 г.,FoundersDevelopers / WorldModel,Moskva
0,SPb Reliability Meetup #3,29 апреля 2019 г.,SPb Reliability Meetup,Sankt-Peterburg
0,"Ruby митап №6. Традиционная встреча рубистов с докладами, общением и пиццей!",20 июля 2017 г.,RubyRussia,Москва
0,Первый митап от @aws_ru,18 декабря 2018 г.,AWS_RU,
0,PiterPy Breakfast ,11 декабря 2019 г.,PiterPy Meetup,Sankt-Peterburg
0,DevFest Siberia 2019,29 ноября 2019 г.,GDG Novosibirsk,
0,September 2015 Meetup,4 сентября 2015 г.,Moscow Data Science,Москва
0,Angular Moscow,28 нояб.,,
0,[VIRTUAL HUG] HashiConf 2019 Opening Keynote Livestream,10 сентября 2019 г.,"St. Petersburg, Russia HashiCorp User Group",
0,Zabbix Moscow 2016,12 марта 2016 г.,Zabbix Moscow Meetup,Москва
0,GDG Meetup. Мультиплатформенная разработка и Flutter.,19 февраля 2020 г.,GDG St. Petersburg,Sankt-Peterburg
0,Superbrand for Startups (Eugene Seah),19 июля 2019 г.,Moscow Startup Founder 101,Moskva
0,1) CRDT; 2) Куда расти сеньору?,28 ноября 2019 г.,Московский клуб программистов,Москва
0,SPB Jenkins Meetup #14. Jenkins Pipeline и Jenkinsfile Runner,18 апреля 2019 г.,St. Petersburg Jenkins Meetup,Sankt-Peterburg
0,Приглашаем на Хакатон по Machine Learning,28 ноября 2015 г.,rMoscow,Москва
0,Бэкенд-митап в гостях у Туту.ру,17 октября 2019 г.,Московский клуб программистов,Moskva
0,Kanban митап в Новосибирске,27 февраля 2020 г.,AgileSibir: все про Agile и Scrum из Сибири (Novosibirsk),Новосибирск
0,Анализ данных и управленческая отчетность в Google Spreadsheets,27 апреля 2020 г.,Moscow School of Business Analysis,Москва
0,Moscow Apache Ignite #6,21 мая 2019 г.,Moscow Apache Ignite®  Meetup,Moskva
0,Субботняя встреча MLUG / MLUG saturday's meetup,25 июля 2020 г.,Moscow GNU/Linux User Group,Москва
0,Cardano Meetup in Moscow,27 сентября 2018 г.,Cardano Blockchain Moscow,Москва
0,Qlik Russia Meetup #2,4 марта 2020 г.,Qlik Meetups - Russia,Moskva
0,Обмен опытом в программировании,12 марта 2020 г.,Московский клуб программистов,Moskva
0,Submeet #3,30 ноября 2018 г.,Submeet в Электронном городе,Новосибирск
0,Think Developers Workshop,15 мая 2019 г.,"Enterprise containers, clusters and service mesh",Moskva
0,First Docker Moscow Meetup!,26 февраля 2015 г.,Docker Moscow,Москва
0,"Cloud Study Jam Data, ML, AI",8 декабря 2019 г.,GDG Cloud Innopolis,Innopolis
0,Постгрес-вторник,11 февраля 2020 г.,#RuPostgres,
0,Искусство децентрализации. Путь Web 3.0,10 апреля 2019 г.,St. Petersburg BlockChain Community Meetup,
0,Google's AutoML Vision,4 июля 2019 г.,GDG Cloud Yaroslavl,Yaroslavl'
0,WebRTC. Почему не все так просто.,7 июня 2018 г.,Moscow North-East FrontEnd Talks,Москва
0,Личная эффективность разработчика и 6 шляп,13 февраля 2019 г.,SOFTER Open Meetups,Москва
0,Сессия про Power Linux. ,30 марта 2018 г.,IBM Power Moscow.,
0,D365 Finance & Operations Meetup,13 декабря 2018 г.,Dynamics365 Russian User Group,
0,SCALA RUSSIAN MEETUP 2,29 ноября 2018 г.,Ekb Scala User Group,Екатеринбург
0,IBM Power AI Vision & IBM Spectrum Control + Insights MeetUp,14 февраля 2019 г.,IBM BlueExperts CEE,Москва
0,Specification by Example,30 января 2020 г.,Technical Excellence,Moskva
0,Страшилки Скрама,1 ноября 2018 г.,Inspired by Agile Moscow Meetup,Москва
0,OWASP Russia Meetup #2,28 февраля 2015 г.,OWASP Moscow Chapter,Москва
0,Продолжение встреч,25 апреля 2014 г.,Scala Moscow,Москва
0,AgileKitchen#1,25 мая 2019 г.,AgileNSK,Новосибирск
0,Waves 2 years,11 апреля 2018 г.,Digital October,Москва
0,SPb IT Recruiter Drinkup,20 февраля 2020 г.,SPb IT Recruiter,Sankt-Peterburg
0,BigData и HighLoad,21 июня 2018 г.,IndexMeetup,
0,BeerPHP Moscow #9 - Badoo PHP Meetup Special,15 февраля 2020 г.,BeerPHP Moscow,Moskva
0,"Блокчейн конференция ""Нейронные сети. Запуск PreICO проекта RUNEURO""",25 февраля 2017 г.,iBlockchain World,Москва
0,Scala Meetup Екатеринбург 23.11.17,23 ноября 2017 г.,Ekb Scala User Group,Екатеринбург
0,MERGE Movies Session. Посмотрим кино...,9 марта 2020 г.,Language Club MERGE,Moskva
0,Machine Learning and Quantitative trading,5 октября 2016 г.,Moscow Data Science,Москва
0,"9 октября 19:00 Мастер-класс ""Переговорные Поединки"" от Лиги Переговоров",9 октября 2017 г.,Startup and Entrepreneurs Community at GrowUp,Санкт-Петербург
